split,stem,class_id,class_name,image_path,mask_path,patch_id,center_x,center_y,patch_size,patch_fg_ratio,patch_area_pixels,patch_bbox_area_ratio,image_h,image_w
train,00000006,82,sauce,..\dataset\foodseg103-full\train\img\00000006.jpg,..\dataset\foodseg103-full\train\mask\00000006.png,train_00000006_c82_00,219,178,96,0.904296875,34343,0.4299418131510417,384,512
train,00000006,83,sausage,..\dataset\foodseg103-full\train\img\00000006.jpg,..\dataset\foodseg103-full\train\mask\00000006.png,train_00000006_c83_00,257,315,96,0.8170572916666666,31320,0.233856201171875,384,512
train,00000006,83,sausage,..\dataset\foodseg103-full\train\img\00000006.jpg,..\dataset\foodseg103-full\train\mask\00000006.png,train_00000006_c83_01,472,229,96,0.2407769097222222,2224,0.019124348958333332,384,512
train,00000007,74,potato,..\dataset\foodseg103-full\train\img\00000007.jpg,..\dataset\foodseg103-full\train\mask\00000007.png,train_00000007_c74_00,358,750,96,1.0,451154,0.20837783813476562,2048,1536
train,00000007,80,rice,..\dataset\foodseg103-full\train\img\00000007.jpg,..\dataset\foodseg103-full\train\mask\00000007.png,train_00000007_c80_00,494,1443,96,1.0,489884,0.2293567657470703,2048,1536
train,00000007,83,sausage,..\dataset\foodseg103-full\train\img\00000007.jpg,..\dataset\foodseg103-full\train\mask\00000007.png,train_00000007_c83_00,1052,999,96,1.0,631023,0.3072166442871094,2048,1536
train,00000008,10,bread,..\dataset\foodseg103-full\train\img\00000008.jpg,..\dataset\foodseg103-full\train\mask\00000008.png,train_00000008_c10_00,385,256,96,1.0,41627,0.27981505102040816,392,512
train,00000008,19,cheese butter,..\dataset\foodseg103-full\train\img\00000008.jpg,..\dataset\foodseg103-full\train\mask\00000008.png,train_00000008_c19_00,153,232,96,0.7891710069444444,12101,0.17177036830357142,392,512
train,00000008,30,egg,..\dataset\foodseg103-full\train\img\00000008.jpg,..\dataset\foodseg103-full\train\mask\00000008.png,train_00000008_c30_00,129,233,96,0.2788628472222222,22326,0.29416454081632654,392,512
train,00000008,30,egg,..\dataset\foodseg103-full\train\img\00000008.jpg,..\dataset\foodseg103-full\train\mask\00000008.png,train_00000008_c30_01,207,297,96,0.4752604166666667,2676,0.023317920918367346,392,512
train,00000008,30,egg,..\dataset\foodseg103-full\train\img\00000008.jpg,..\dataset\foodseg103-full\train\mask\00000008.png,train_00000008_c30_02,149,300,96,0.5442708333333334,854,0.0073989556760204085,392,512
train,00000008,93,strawberry,..\dataset\foodseg103-full\train\img\00000008.jpg,..\dataset\foodseg103-full\train\mask\00000008.png,train_00000008_c93_00,378,112,96,0.9774305555555556,21645,0.17668805803571427,392,512
train,00000009,15,carrot,..\dataset\foodseg103-full\train\img\00000009.jpg,..\dataset\foodseg103-full\train\mask\00000009.png,train_00000009_c15_00,285,72,96,0.9098307291666666,13462,0.1292877197265625,384,512
train,00000009,42,green beans,..\dataset\foodseg103-full\train\img\00000009.jpg,..\dataset\foodseg103-full\train\mask\00000009.png,train_00000009_c42_00,429,145,96,0.9905598958333334,22210,0.18062337239583334,384,512
train,00000009,73,pork,..\dataset\foodseg103-full\train\img\00000009.jpg,..\dataset\foodseg103-full\train\mask\00000009.png,train_00000009_c73_00,261,204,96,1.0,40419,0.3369852701822917,384,512
train,00000010,19,cheese butter,..\dataset\foodseg103-full\train\img\00000010.jpg,..\dataset\foodseg103-full\train\mask\00000010.png,train_00000010_c19_00,257,166,96,1.0,45828,0.3403076887829912,341,512
train,00000011,37,french fries,..\dataset\foodseg103-full\train\img\00000011.jpg,..\dataset\foodseg103-full\train\mask\00000011.png,train_00000011_c37_00,1304,254,96,1.0,207585,0.1568483063328424,1358,1664
train,00000011,45,ice cream,..\dataset\foodseg103-full\train\img\00000011.jpg,..\dataset\foodseg103-full\train\mask\00000011.png,train_00000011_c45_00,789,704,96,1.0,1239597,0.8403805440693327,1358,1664
train,00000012,45,ice cream,..\dataset\foodseg103-full\train\img\00000012.jpg,..\dataset\foodseg103-full\train\mask\00000012.png,train_00000012_c45_00,467,1183,96,1.0,843657,0.1506932429834679,2448,3264
train,00000012,45,ice cream,..\dataset\foodseg103-full\train\img\00000012.jpg,..\dataset\foodseg103-full\train\mask\00000012.png,train_00000012_c45_01,1724,750,96,1.0,441653,0.10336206326893503,2448,3264
train,00000012,45,ice cream,..\dataset\foodseg103-full\train\img\00000012.jpg,..\dataset\foodseg103-full\train\mask\00000012.png,train_00000012_c45_02,2452,408,96,1.0,147993,0.04155177696078431,2448,3264
train,00000012,96,tomato,..\dataset\foodseg103-full\train\img\00000012.jpg,..\dataset\foodseg103-full\train\mask\00000012.png,train_00000012_c96_00,1250,1083,96,1.0,2966637,0.7872257665321031,2448,3264
train,00000012,96,tomato,..\dataset\foodseg103-full\train\img\00000012.jpg,..\dataset\foodseg103-full\train\mask\00000012.png,train_00000012_c96_01,2669,280,96,1.0,132264,0.04983334735037806,2448,3264
train,00000013,10,bread,..\dataset\foodseg103-full\train\img\00000013.jpg,..\dataset\foodseg103-full\train\mask\00000013.png,train_00000013_c10_00,163,142,96,0.1488715277777778,24354,0.84228515625,256,256
train,00000013,52,lettuce,..\dataset\foodseg103-full\train\img\00000013.jpg,..\dataset\foodseg103-full\train\mask\00000013.png,train_00000013_c52_00,27,225,96,0.2567274305555556,2371,0.0772552490234375,256,256
train,00000013,52,lettuce,..\dataset\foodseg103-full\train\img\00000013.jpg,..\dataset\foodseg103-full\train\mask\00000013.png,train_00000013_c52_02,16,171,96,0.1286892361111111,440,0.008331298828125,256,256
train,00000013,82,sauce,..\dataset\foodseg103-full\train\img\00000013.jpg,..\dataset\foodseg103-full\train\mask\00000013.png,train_00000013_c82_00,156,119,96,0.5088975694444444,7843,0.4833221435546875,256,256
train,00000013,92,steak,..\dataset\foodseg103-full\train\img\00000013.jpg,..\dataset\foodseg103-full\train\mask\00000013.png,train_00000013_c92_00,124,140,96,0.5698784722222222,8166,0.38323974609375,256,256
train,00000013,96,tomato,..\dataset\foodseg103-full\train\img\00000013.jpg,..\dataset\foodseg103-full\train\mask\00000013.png,train_00000013_c96_00,80,235,96,0.4434678819444444,3504,0.079376220703125,256,256
train,00000013,96,tomato,..\dataset\foodseg103-full\train\img\00000013.jpg,..\dataset\foodseg103-full\train\mask\00000013.png,train_00000013_c96_01,33,176,96,0.3626302083333333,3076,0.099334716796875,256,256
train,00000014,15,carrot,..\dataset\foodseg103-full\train\img\00000014.jpg,..\dataset\foodseg103-full\train\mask\00000014.png,train_00000014_c15_01,874,699,96,0.3648003472222222,3279,0.001096410723288449,2706,2114
train,00000014,39,garlic,..\dataset\foodseg103-full\train\img\00000014.jpg,..\dataset\foodseg103-full\train\mask\00000014.png,train_00000014_c39_00,675,1659,96,0.9232855902777778,10637,0.002797315751604235,2706,2114
train,00000014,39,garlic,..\dataset\foodseg103-full\train\img\00000014.jpg,..\dataset\foodseg103-full\train\mask\00000014.png,train_00000014_c39_01,464,836,96,0.8514539930555556,9381,0.0021816335820535465,2706,2114
train,00000014,92,steak,..\dataset\foodseg103-full\train\img\00000014.jpg,..\dataset\foodseg103-full\train\mask\00000014.png,train_00000014_c92_00,1060,1479,96,1.0,984032,0.2677544417570262,2706,2114
train,00000015,11,broccoli,..\dataset\foodseg103-full\train\img\00000015.jpg,..\dataset\foodseg103-full\train\mask\00000015.png,train_00000015_c11_00,201,139,96,0.5712890625,23306,0.2386611390063425,473,512
train,00000015,11,broccoli,..\dataset\foodseg103-full\train\img\00000015.jpg,..\dataset\foodseg103-full\train\mask\00000015.png,train_00000015_c11_01,95,145,96,0.2820095486111111,805,0.008588794926004228,473,512
train,00000015,15,carrot,..\dataset\foodseg103-full\train\img\00000015.jpg,..\dataset\foodseg103-full\train\mask\00000015.png,train_00000015_c15_00,129,156,96,0.4115668402777778,4833,0.06399478065539112,473,512
train,00000015,15,carrot,..\dataset\foodseg103-full\train\img\00000015.jpg,..\dataset\foodseg103-full\train\mask\00000015.png,train_00000015_c15_01,218,185,96,0.4200303819444444,4497,0.05231319371035941,473,512
train,00000015,35,fish,..\dataset\foodseg103-full\train\img\00000015.jpg,..\dataset\foodseg103-full\train\mask\00000015.png,train_00000015_c35_00,314,298,96,1.0,41358,0.24181999867864692,473,512
train,00000015,36,french beans,..\dataset\foodseg103-full\train\img\00000015.jpg,..\dataset\foodseg103-full\train\mask\00000015.png,train_00000015_c36_00,266,151,96,0.23426649305555555,1327,0.02058007399577167,473,512
train,00000015,36,french beans,..\dataset\foodseg103-full\train\img\00000015.jpg,..\dataset\foodseg103-full\train\mask\00000015.png,train_00000015_c36_01,249,194,96,0.2082248263888889,1190,0.007135306553911205,473,512
train,00000016,35,fish,..\dataset\foodseg103-full\train\img\00000016.jpg,..\dataset\foodseg103-full\train\mask\00000016.png,train_00000016_c35_00,215,456,96,1.0,127702,0.3370127196193265,683,1024
train,00000016,35,fish,..\dataset\foodseg103-full\train\img\00000016.jpg,..\dataset\foodseg103-full\train\mask\00000016.png,train_00000016_c35_01,674,479,96,1.0,90680,0.31520949624816985,683,1024
train,00000016,51,lemon,..\dataset\foodseg103-full\train\img\00000016.jpg,..\dataset\foodseg103-full\train\mask\00000016.png,train_00000016_c51_00,902,288,96,0.9984809027777778,65238,0.13611822840409957,683,1024
train,00000016,51,lemon,..\dataset\foodseg103-full\train\img\00000016.jpg,..\dataset\foodseg103-full\train\mask\00000016.png,train_00000016_c51_01,817,50,96,0.9175347222222222,28779,0.07125188735358712,683,1024
train,00000016,60,onion,..\dataset\foodseg103-full\train\img\00000016.jpg,..\dataset\foodseg103-full\train\mask\00000016.png,train_00000016_c60_00,527,153,96,0.8671875,117473,0.2671077164165447,683,1024
train,00000017,37,french fries,..\dataset\foodseg103-full\train\img\00000017.jpg,..\dataset\foodseg103-full\train\mask\00000017.png,train_00000017_c37_00,100,189,96,0.7100694444444444,9954,0.3115234375,256,256
train,00000017,69,pie,..\dataset\foodseg103-full\train\img\00000017.jpg,..\dataset\foodseg103-full\train\mask\00000017.png,train_00000017_c69_00,78,102,96,0.6490885416666666,7673,0.3338470458984375,256,256
train,00000017,92,steak,..\dataset\foodseg103-full\train\img\00000017.jpg,..\dataset\foodseg103-full\train\mask\00000017.png,train_00000017_c92_00,151,120,96,0.6231553819444444,5593,0.11749267578125,256,256
train,00000017,92,steak,..\dataset\foodseg103-full\train\img\00000017.jpg,..\dataset\foodseg103-full\train\mask\00000017.png,train_00000017_c92_01,93,143,96,0.2743055555555556,745,0.0363922119140625,256,256
train,00000018,10,bread,..\dataset\foodseg103-full\train\img\00000018.jpg,..\dataset\foodseg103-full\train\mask\00000018.png,train_00000018_c10_00,300,65,96,1.0,31335,0.23371215187823835,386,512
train,00000018,85,shellfish,..\dataset\foodseg103-full\train\img\00000018.jpg,..\dataset\foodseg103-full\train\mask\00000018.png,train_00000018_c85_00,269,245,96,1.0,68206,0.5872024773316062,386,512
train,00000018,91,spring onion,..\dataset\foodseg103-full\train\img\00000018.jpg,..\dataset\foodseg103-full\train\mask\00000018.png,train_00000018_c91_00,136,166,96,0.7987196180555556,11779,0.15632589863989638,386,512
train,00000018,96,tomato,..\dataset\foodseg103-full\train\img\00000018.jpg,..\dataset\foodseg103-full\train\mask\00000018.png,train_00000018_c96_00,60,202,96,0.4691840277777778,3630,0.02653416450777202,386,512
train,00000018,96,tomato,..\dataset\foodseg103-full\train\img\00000018.jpg,..\dataset\foodseg103-full\train\mask\00000018.png,train_00000018_c96_01,72,144,96,0.3695746527777778,2311,0.01639410621761658,386,512
train,00000019,21,chicken duck,..\dataset\foodseg103-full\train\img\00000019.jpg,..\dataset\foodseg103-full\train\mask\00000019.png,train_00000019_c21_00,343,766,96,1.0,237752,0.23821157495256168,1054,1600
train,00000019,21,chicken duck,..\dataset\foodseg103-full\train\img\00000019.jpg,..\dataset\foodseg103-full\train\mask\00000019.png,train_00000019_c21_01,1035,772,96,1.0,89838,0.09485531309297912,1054,1600
train,00000019,46,juice,..\dataset\foodseg103-full\train\img\00000019.jpg,..\dataset\foodseg103-full\train\mask\00000019.png,train_00000019_c46_00,1026,68,96,0.9985894097222222,24463,0.021875,1054,1600
train,00000019,51,lemon,..\dataset\foodseg103-full\train\img\00000019.jpg,..\dataset\foodseg103-full\train\mask\00000019.png,train_00000019_c51_00,737,165,96,0.7769097222222222,63590,0.06257412239089184,1054,1600
train,00000019,62,other ingredients,..\dataset\foodseg103-full\train\img\00000019.jpg,..\dataset\foodseg103-full\train\mask\00000019.png,train_00000019_c62_00,811,448,96,1.0,22245,0.019857685009487668,1054,1600
train,00000019,68,pepper,..\dataset\foodseg103-full\train\img\00000019.jpg,..\dataset\foodseg103-full\train\mask\00000019.png,train_00000019_c68_00,1185,374,96,1.0,113107,0.11527514231499052,1054,1600
train,00000019,82,sauce,..\dataset\foodseg103-full\train\img\00000019.jpg,..\dataset\foodseg103-full\train\mask\00000019.png,train_00000019_c82_00,268,295,96,1.0,24563,0.018889943074003795,1054,1600
train,00000020,11,broccoli,..\dataset\foodseg103-full\train\img\00000020.jpg,..\dataset\foodseg103-full\train\mask\00000020.png,train_00000020_c11_00,327,102,96,0.8084852430555556,10365,0.23327366301185948,218,410
train,00000020,15,carrot,..\dataset\foodseg103-full\train\img\00000020.jpg,..\dataset\foodseg103-full\train\mask\00000020.png,train_00000020_c15_00,193,30,96,0.6592881944444444,8814,0.18509733721190422,218,410
train,00000020,17,cauliflower,..\dataset\foodseg103-full\train\img\00000020.jpg,..\dataset\foodseg103-full\train\mask\00000020.png,train_00000020_c17_00,321,184,96,0.5716145833333334,6093,0.10803311702841799,218,410
train,00000020,27,cucumber,..\dataset\foodseg103-full\train\img\00000020.jpg,..\dataset\foodseg103-full\train\mask\00000020.png,train_00000020_c27_00,126,132,96,0.9562717013888888,15226,0.254531215036921,218,410
train,00000020,45,ice cream,..\dataset\foodseg103-full\train\img\00000020.jpg,..\dataset\foodseg103-full\train\mask\00000020.png,train_00000020_c45_00,239,93,96,0.4395616319444444,4051,0.06513761467889909,218,410
train,00000020,68,pepper,..\dataset\foodseg103-full\train\img\00000020.jpg,..\dataset\foodseg103-full\train\mask\00000020.png,train_00000020_c68_00,225,196,96,0.4359809027777778,4397,0.06469008726784516,218,410
train,00000020,76,pumpkin,..\dataset\foodseg103-full\train\img\00000020.jpg,..\dataset\foodseg103-full\train\mask\00000020.png,train_00000020_c76_00,235,110,96,0.486328125,7449,0.1895278585813381,218,410
train,00000021,21,chicken duck,..\dataset\foodseg103-full\train\img\00000021.jpg,..\dataset\foodseg103-full\train\mask\00000021.png,train_00000021_c21_00,219,234,96,1.0,67775,0.8156061945040609,356,534
train,00000021,51,lemon,..\dataset\foodseg103-full\train\img\00000021.jpg,..\dataset\foodseg103-full\train\mask\00000021.png,train_00000021_c51_00,326,162,96,0.9127604166666666,14541,0.12485797247822245,356,534
train,00000022,1,apple,..\dataset\foodseg103-full\train\img\00000022.jpg,..\dataset\foodseg103-full\train\mask\00000022.png,train_00000022_c1_00,307,313,96,1.0,14399,0.093994140625,512,384
train,00000022,6,banana,..\dataset\foodseg103-full\train\img\00000022.jpg,..\dataset\foodseg103-full\train\mask\00000022.png,train_00000022_c6_00,86,388,96,0.7503255208333334,19304,0.152099609375,512,384
train,00000022,46,juice,..\dataset\foodseg103-full\train\img\00000022.jpg,..\dataset\foodseg103-full\train\mask\00000022.png,train_00000022_c46_00,191,142,96,1.0,40271,0.30908203125,512,384
train,00000022,61,orange,..\dataset\foodseg103-full\train\img\00000022.jpg,..\dataset\foodseg103-full\train\mask\00000022.png,train_00000022_c61_00,180,367,96,1.0,19896,0.13016255696614584,512,384
train,00000023,15,carrot,..\dataset\foodseg103-full\train\img\00000023.jpg,..\dataset\foodseg103-full\train\mask\00000023.png,train_00000023_c15_00,114,119,96,0.8819444444444444,31307,0.3411916097005208,384,512
train,00000023,18,celery stick,..\dataset\foodseg103-full\train\img\00000023.jpg,..\dataset\foodseg103-full\train\mask\00000023.png,train_00000023_c18_00,382,136,96,1.0,56361,0.4516754150390625,384,512
train,00000023,45,ice cream,..\dataset\foodseg103-full\train\img\00000023.jpg,..\dataset\foodseg103-full\train\mask\00000023.png,train_00000023_c45_00,225,282,96,1.0,76151,0.521759033203125,384,512
train,00000024,25,corn,..\dataset\foodseg103-full\train\img\00000024.jpg,..\dataset\foodseg103-full\train\mask\00000024.png,train_00000024_c25_00,442,170,96,0.9868706597222222,24060,0.20833333333333334,384,512
train,00000024,69,pie,..\dataset\foodseg103-full\train\img\00000024.jpg,..\dataset\foodseg103-full\train\mask\00000024.png,train_00000024_c69_00,232,143,96,0.9111328125,22534,0.1802215576171875,384,512
train,00000024,92,steak,..\dataset\foodseg103-full\train\img\00000024.jpg,..\dataset\foodseg103-full\train\mask\00000024.png,train_00000024_c92_00,272,252,96,0.6694878472222222,27868,0.397369384765625,384,512
train,00000024,99,white button mushroom,..\dataset\foodseg103-full\train\img\00000024.jpg,..\dataset\foodseg103-full\train\mask\00000024.png,train_00000024_c99_00,282,322,96,0.9979383680555556,34818,0.24755859375,384,512
train,00000025,3,asparagus,..\dataset\foodseg103-full\train\img\00000025.jpg,..\dataset\foodseg103-full\train\mask\00000025.png,train_00000025_c3_00,137,177,96,0.9588758680555556,34884,0.4255167643229167,384,512
train,00000025,25,corn,..\dataset\foodseg103-full\train\img\00000025.jpg,..\dataset\foodseg103-full\train\mask\00000025.png,train_00000025_c25_00,238,214,96,0.8986545138888888,24267,0.199951171875,384,512
train,00000025,73,pork,..\dataset\foodseg103-full\train\img\00000025.jpg,..\dataset\foodseg103-full\train\mask\00000025.png,train_00000025_c73_00,386,231,96,1.0,36558,0.2471923828125,384,512
train,00000026,36,french beans,..\dataset\foodseg103-full\train\img\00000026.jpg,..\dataset\foodseg103-full\train\mask\00000026.png,train_00000026_c36_00,461,160,96,0.6129557291666666,52888,0.13344,750,1000
train,00000026,92,steak,..\dataset\foodseg103-full\train\img\00000026.jpg,..\dataset\foodseg103-full\train\mask\00000026.png,train_00000026_c92_00,509,409,96,1.0,198244,0.4717,750,1000
train,00000027,21,chicken duck,..\dataset\foodseg103-full\train\img\00000027.jpg,..\dataset\foodseg103-full\train\mask\00000027.png,train_00000027_c21_00,1657,1188,96,1.0,1306367,0.3578847273650263,1840,2912
train,00000027,36,french beans,..\dataset\foodseg103-full\train\img\00000027.jpg,..\dataset\foodseg103-full\train\mask\00000027.png,train_00000027_c36_00,675,685,96,1.0,804675,0.26734949832775917,1840,2912
train,00000027,80,rice,..\dataset\foodseg103-full\train\img\00000027.jpg,..\dataset\foodseg103-full\train\mask\00000027.png,train_00000027_c80_00,1775,466,96,1.0,681175,0.20378381808408982,1840,2912
train,00000028,3,asparagus,..\dataset\foodseg103-full\train\img\00000028.jpg,..\dataset\foodseg103-full\train\mask\00000028.png,train_00000028_c3_00,221,244,96,0.6092664930555556,55193,0.4441579182942708,384,512
train,00000028,11,broccoli,..\dataset\foodseg103-full\train\img\00000028.jpg,..\dataset\foodseg103-full\train\mask\00000028.png,train_00000028_c11_00,468,63,96,0.8694661458333334,8412,0.054117838541666664,384,512
train,00000028,15,carrot,..\dataset\foodseg103-full\train\img\00000028.jpg,..\dataset\foodseg103-full\train\mask\00000028.png,train_00000028_c15_00,453,176,96,0.8335503472222222,12861,0.113525390625,384,512
train,00000028,21,chicken duck,..\dataset\foodseg103-full\train\img\00000028.jpg,..\dataset\foodseg103-full\train\mask\00000028.png,train_00000028_c21_00,198,71,96,1.0,57740,0.33563232421875,384,512
train,00000028,74,potato,..\dataset\foodseg103-full\train\img\00000028.jpg,..\dataset\foodseg103-full\train\mask\00000028.png,train_00000028_c74_00,245,195,96,0.8872612847222222,10310,0.07868448893229167,384,512
train,00000028,74,potato,..\dataset\foodseg103-full\train\img\00000028.jpg,..\dataset\foodseg103-full\train\mask\00000028.png,train_00000028_c74_01,442,12,96,0.2134331597222222,2215,0.0224151611328125,384,512
train,00000029,10,bread,..\dataset\foodseg103-full\train\img\00000029.jpg,..\dataset\foodseg103-full\train\mask\00000029.png,train_00000029_c10_00,1211,822,96,1.0,243150,0.0709375,2560,1920
train,00000029,11,broccoli,..\dataset\foodseg103-full\train\img\00000029.jpg,..\dataset\foodseg103-full\train\mask\00000029.png,train_00000029_c11_00,1490,1390,96,1.0,476406,0.20156982421875,2560,1920
train,00000029,15,carrot,..\dataset\foodseg103-full\train\img\00000029.jpg,..\dataset\foodseg103-full\train\mask\00000029.png,train_00000029_c15_00,1552,1689,96,0.8851996527777778,45630,0.021134440104166666,2560,1920
train,00000029,74,potato,..\dataset\foodseg103-full\train\img\00000029.jpg,..\dataset\foodseg103-full\train\mask\00000029.png,train_00000029_c74_00,793,1753,96,1.0,787983,0.23834757486979166,2560,1920
train,00000029,74,potato,..\dataset\foodseg103-full\train\img\00000029.jpg,..\dataset\foodseg103-full\train\mask\00000029.png,train_00000029_c74_01,1669,1697,96,0.9969618055555556,21816,0.006865234375,2560,1920
train,00000029,74,potato,..\dataset\foodseg103-full\train\img\00000029.jpg,..\dataset\foodseg103-full\train\mask\00000029.png,train_00000029_c74_02,1359,1048,96,0.7962239583333334,21539,0.008560384114583333,2560,1920
train,00000029,92,steak,..\dataset\foodseg103-full\train\img\00000029.jpg,..\dataset\foodseg103-full\train\mask\00000029.png,train_00000029_c92_00,510,1102,96,1.0,461021,0.13389404296875,2560,1920
