class_id_a,class_a,class_id_b,class_b,texture_similarity,texture_distance,color_similarity,color_distance,texture_minus_color,color_minus_texture,cause_tag
16,cashew,91,spring onion,0.9459607132018248,0.05403928679817516,0.0018238172533664443,0.9981761827466336,0.9441368959484584,-0.9441368959484584,texture-driven
50,lamb,92,steak,0.9452317619816909,0.0547682380183091,0.29066894857730463,0.7093310514226954,0.6545628134043863,-0.6545628134043863,texture-driven
0,almond,22,chocolate,0.9445725509728278,0.055427449027172226,0.0031138815425029165,0.9968861184574971,0.9414586694303249,-0.9414586694303249,texture-driven
12,cabbage,37,french fries,0.9395180140204924,0.0604819859795076,-0.5583639118812544,1.5583639118812544,1.4978819259017468,-1.4978819259017468,texture-driven
0,almond,91,spring onion,0.9384757407967788,0.06152425920322124,-0.008060900446139607,1.0080609004461396,0.9465366412429184,-0.9465366412429184,texture-driven
73,pork,92,steak,0.9370764661777577,0.06292353382224225,0.9402600917042336,0.059739908295766364,-0.003183625526475886,0.003183625526475886,mixed
25,corn,80,rice,0.9365486699284348,0.06345133007156523,0.34549428384284087,0.6545057161571591,0.5910543860855939,-0.5910543860855939,texture-driven
0,almond,16,cashew,0.9363424088097688,0.06365759119023118,0.8764425888449527,0.12355741115504726,0.05989981996481608,-0.05989981996481608,mixed
16,cashew,22,chocolate,0.936017647600437,0.06398235239956296,-0.2892921500046106,1.2892921500046106,1.2253097976050475,-1.2253097976050475,texture-driven
40,ginger,44,hanamaki baozi,0.9348553852331926,0.06514461476680744,0.054210296347566245,0.9457897036524338,0.8806450888856263,-0.8806450888856263,texture-driven
46,juice,101,wine,0.934225488228675,0.06577451177132498,-0.06997129568408389,1.069971295684084,1.004196783912759,-1.004196783912759,texture-driven
11,broccoli,50,lamb,0.9334562863167888,0.06654371368321121,0.503154268014243,0.496845731985757,0.4303020183025458,-0.4303020183025458,texture-driven
53,mango,70,pineapple,0.9322071136405137,0.06779288635948633,0.6359929904265853,0.3640070095734147,0.29621412321392837,-0.29621412321392837,texture-driven
59,olives,68,pepper,0.9319252631702581,0.06807473682974186,0.5267014081913024,0.4732985918086976,0.40522385497895574,-0.40522385497895574,texture-driven
50,lamb,73,pork,0.9274821812687013,0.0725178187312987,0.32825203782145074,0.6717479621785493,0.5992301434472506,-0.5992301434472506,texture-driven
11,broccoli,13,cake,0.9273280899746468,0.07267191002535323,0.15316464703949917,0.8468353529605008,0.7741634429351476,-0.7741634429351476,texture-driven
38,fried meat,92,steak,0.9247044159389959,0.07529558406100412,0.8652022967562871,0.13479770324371287,0.05950211918270876,-0.05950211918270876,mixed
9,blueberry,16,cashew,0.9239051715008245,0.07609482849917548,-0.37270919671784686,1.3727091967178469,1.2966143682186715,-1.2966143682186715,texture-driven
37,french fries,64,pasta,0.9224262992465271,0.07757370075347292,0.7480840340306095,0.2519159659693905,0.17434226521591756,-0.17434226521591756,texture-driven
11,broccoli,38,fried meat,0.922249410429493,0.07775058957050696,0.5790683144449861,0.4209316855550139,0.34318109598450697,-0.34318109598450697,texture-driven
7,bean sprouts,85,shellfish,0.9222126028099585,0.07778739719004146,0.6580417488040644,0.3419582511959356,0.26417085400589413,-0.26417085400589413,texture-driven
60,onion,95,tofu,0.9204294267563149,0.0795705732436851,-0.8120124258776411,1.812012425877641,1.732441852633956,-1.732441852633956,texture-driven
0,almond,23,cilantro mint,0.9183645537109232,0.08163544628907682,-0.49748674649054747,1.4974867464905475,1.4158513002014708,-1.4158513002014708,texture-driven
22,chocolate,91,spring onion,0.9181178468529726,0.0818821531470274,0.3756912800603701,0.6243087199396299,0.5424265667926025,-0.5424265667926025,texture-driven
8,biscuit,11,broccoli,0.9172883491672593,0.08271165083274068,-0.4155897769400574,1.4155897769400574,1.3328781261073166,-1.3328781261073166,texture-driven
13,cake,92,steak,0.91717719315693,0.08282280684306997,-0.23595895274921452,1.2359589527492145,1.1531361459061444,-1.1531361459061444,texture-driven
77,rape,92,steak,0.9170942860968919,0.08290571390310808,0.7230423300824198,0.2769576699175802,0.19405195601447212,-0.19405195601447212,texture-driven
20,cherry,59,olives,0.9169706081375585,0.08302939186244152,0.4910044487691472,0.5089955512308528,0.4259661593684113,-0.4259661593684113,texture-driven
9,blueberry,59,olives,0.9161913372372409,0.08380866276275911,0.6647619031345251,0.3352380968654749,0.2514294341027158,-0.2514294341027158,texture-driven
94,tea,96,tomato,0.913944290629495,0.086055709370505,0.3941355792722716,0.6058644207277284,0.5198087113572234,-0.5198087113572234,texture-driven
59,olives,95,tofu,0.9136708967435301,0.08632910325646992,-0.3001979908806618,1.3001979908806618,1.2138688876241919,-1.2138688876241919,texture-driven
53,mango,61,orange,0.9124940133311321,0.08750598666886789,0.9389105512297894,0.06108944877021061,-0.026416537898657277,0.026416537898657277,mixed
8,biscuit,77,rape,0.9123050015959825,0.08769499840401751,-0.6597815985041784,1.6597815985041784,1.5720866001001608,-1.5720866001001608,texture-driven
38,fried meat,50,lamb,0.9116726794194655,0.0883273205805345,0.37751723866775344,0.6224827613322466,0.5341554407517121,-0.5341554407517121,texture-driven
16,cashew,60,onion,0.911356352735236,0.08864364726476404,0.33632518151272583,0.6636748184872742,0.5750311712225101,-0.5750311712225101,texture-driven
54,melon,76,pumpkin,0.9103412162943816,0.08965878370561842,-0.004409892094666912,1.004409892094667,0.9147511083890485,-0.9147511083890485,texture-driven
37,french fries,48,king oyster mushroom,0.9103282041240245,0.08967179587597551,0.16150469391312916,0.8384953060868708,0.7488235102108953,-0.7488235102108953,texture-driven
55,milk,75,pudding,0.9096947790437103,0.09030522095628968,0.7724598507469514,0.22754014925304855,0.13723492829675887,-0.13723492829675887,texture-driven
25,corn,26,crab,0.9072739993807617,0.0927260006192383,0.7620627002520243,0.23793729974797573,0.14521129912873743,-0.14521129912873743,texture-driven
46,juice,55,milk,0.9071885924478998,0.09281140755210016,0.5127114319357292,0.4872885680642708,0.39447716051217063,-0.39447716051217063,texture-driven
50,lamb,77,rape,0.9062651825697515,0.09373481743024847,0.4523799905999726,0.5476200094000274,0.45388519196977894,-0.45388519196977894,texture-driven
8,biscuit,71,pizza,0.9062264546248048,0.09377354537519522,0.6405776924984833,0.3594223075015167,0.2656487621263215,-0.2656487621263215,texture-driven
46,juice,75,pudding,0.9027600982282581,0.09723990177174191,0.8028248192331788,0.19717518076682117,0.09993527899507926,-0.09993527899507926,mixed
50,lamb,69,pie,0.9025371870562869,0.09746281294371306,-0.6307083294111906,1.6307083294111906,1.5332455164674776,-1.5332455164674776,texture-driven
64,pasta,102,wonton dumplings,0.9016206166902208,0.09837938330977924,0.9651935286511609,0.034806471348839074,-0.06357291196094017,0.06357291196094017,mixed
9,blueberry,68,pepper,0.9009627793386109,0.09903722066138909,0.15659867320543808,0.8434013267945619,0.7443641061331728,-0.7443641061331728,texture-driven
13,cake,38,fried meat,0.900927539156631,0.09907246084336896,-0.02391100803100099,1.023911008031001,0.924838547187632,-0.924838547187632,texture-driven
34,fig,81,salad,0.9004645148446213,0.09953548515537869,0.8053892253812811,0.1946107746187189,0.0950752894633402,-0.0950752894633402,mixed
26,crab,64,pasta,0.8993483016643323,0.10065169833566767,0.6836095554966565,0.3163904445033435,0.21573874616767585,-0.21573874616767585,texture-driven
9,blueberry,95,tofu,0.8993393171361165,0.10066068286388352,-0.6564302393348957,1.6564302393348957,1.5557695564710121,-1.5557695564710121,texture-driven
13,cake,73,pork,0.8991534998108849,0.10084650018911512,-0.2005595361861099,1.2005595361861099,1.0997130359969947,-1.0997130359969947,texture-driven
2,apricot,46,juice,0.8986490986134583,0.10135090138654168,0.5675885681595286,0.43241143184047137,0.3310605304539297,-0.3310605304539297,texture-driven
25,corn,64,pasta,0.8986369224382486,0.10136307756175145,0.7602950088343177,0.23970499116568234,0.1383419136039309,-0.1383419136039309,texture-driven
86,shiitake,99,white button mushroom,0.8985308079004505,0.10146919209954952,0.551796621526778,0.448203378473222,0.3467341863736725,-0.3467341863736725,texture-driven
21,chicken duck,50,lamb,0.8976270424415019,0.10237295755849807,-0.012380774967202024,1.012380774967202,0.910007817408704,-0.910007817408704,texture-driven
35,fish,50,lamb,0.8972435742427498,0.10275642575725019,-0.5835668118987971,1.583566811898797,1.480810386141547,-1.480810386141547,texture-driven
9,blueberry,91,spring onion,0.895150197854146,0.10484980214585404,0.3251854536422556,0.6748145463577444,0.5699647442118904,-0.5699647442118904,texture-driven
8,biscuit,81,salad,0.8950696401385407,0.10493035986145927,0.34311864199704534,0.6568813580029547,0.5519509981414954,-0.5519509981414954,texture-driven
56,milkshake,74,potato,0.8944956753967309,0.10550432460326908,0.8364412852136778,0.16355871478632222,0.05805439018305314,-0.05805439018305314,mixed
20,cherry,39,garlic,0.8943171066783835,0.10568289332161651,-0.35384496192113124,1.3538449619211312,1.2481620685995147,-1.2481620685995147,texture-driven
2,apricot,56,milkshake,0.8930655572308515,0.10693444276914854,0.30427780314457564,0.6957221968554244,0.5887877540862758,-0.5887877540862758,texture-driven
35,fish,92,steak,0.8919316547385115,0.10806834526148845,-0.5506153773627012,1.5506153773627012,1.4425470321012126,-1.4425470321012126,texture-driven
13,cake,71,pizza,0.8910982495313897,0.10890175046861028,0.6133880809144555,0.3866119190855445,0.2777101686169342,-0.2777101686169342,texture-driven
12,cabbage,48,king oyster mushroom,0.889966373265159,0.11003362673484096,-0.4327129939912684,1.4327129939912684,1.3226793672564274,-1.3226793672564274,texture-driven
9,blueberry,39,garlic,0.88977157927475,0.11022842072524996,-0.018879132991285186,1.0188791329912852,0.9086507122660352,-0.9086507122660352,texture-driven
69,pie,92,steak,0.8896563411209902,0.11034365887900976,-0.49953416751319923,1.4995341675131992,1.3891905086341896,-1.3891905086341896,texture-driven
67,pear,87,shrimp,0.8890788766033959,0.1109211233966041,0.21583115751441506,0.7841688424855849,0.6732477190889808,-0.6732477190889808,texture-driven
68,pepper,88,snow peas,0.8877187682014005,0.1122812317985995,0.27389591396341384,0.7261040860365862,0.6138228542379867,-0.6138228542379867,texture-driven
71,pizza,81,salad,0.8872949276807398,0.11270507231926019,0.5253194038302593,0.4746805961697407,0.3619755238504805,-0.3619755238504805,texture-driven
50,lamb,71,pizza,0.8868367983846209,0.11316320161537907,0.22146887773617796,0.778531122263822,0.665367920648443,-0.665367920648443,texture-driven
9,blueberry,60,onion,0.8860048409845367,0.11399515901546331,0.33354217792436436,0.6664578220756356,0.5524626630601723,-0.5524626630601723,texture-driven
21,chicken duck,92,steak,0.8859015482146592,0.11409845178534084,0.6459840286245143,0.3540159713754857,0.23991751959014485,-0.23991751959014485,texture-driven
40,ginger,67,pear,0.885843600957515,0.11415639904248498,0.40272264889455545,0.5972773511054446,0.4831209520629596,-0.4831209520629596,texture-driven
69,pie,90,soy,0.8857310180690571,0.11426898193094293,0.08122062164218713,0.9187793783578129,0.80451039642687,-0.80451039642687,texture-driven
2,apricot,74,potato,0.8856614247322692,0.11433857526773084,0.458627529590079,0.541372470409921,0.42703389514219015,-0.42703389514219015,texture-driven
61,orange,96,tomato,0.8856462746431729,0.11435372535682709,0.6123573460509537,0.3876426539490463,0.2732889285922192,-0.2732889285922192,texture-driven
11,broccoli,69,pie,0.8851429443274054,0.11485705567259463,-0.6399009341867794,1.6399009341867794,1.5250438785141847,-1.5250438785141847,texture-driven
20,cherry,68,pepper,0.8839019322237901,0.1160980677762099,0.5306934016215203,0.46930659837847966,0.35320853060226975,-0.35320853060226975,texture-driven
20,cherry,91,spring onion,0.8836551019828898,0.11634489801711023,0.05111679265589064,0.9488832073441094,0.8325383093269991,-0.8325383093269991,texture-driven
20,cherry,95,tofu,0.8830464334355598,0.11695356656444023,-0.3127474611865346,1.3127474611865346,1.1957938946220943,-1.1957938946220943,texture-driven
68,pepper,95,tofu,0.8830038240991792,0.11699617590082079,0.16750316773661456,0.8324968322633854,0.7155006563625647,-0.7155006563625647,texture-driven
0,almond,60,onion,0.8825982792569246,0.11740172074307542,0.4434434447393294,0.5565565552606706,0.4391548345175952,-0.4391548345175952,texture-driven
54,melon,74,potato,0.882492592293688,0.11750740770631196,0.8393158775565723,0.16068412244342767,0.04317671473711571,-0.04317671473711571,mixed
88,snow peas,95,tofu,0.8813281627772052,0.11867183722279484,0.43277554085038017,0.5672244591496198,0.448552621926825,-0.448552621926825,texture-driven
50,lamb,81,salad,0.8811379219160745,0.11886207808392546,0.7075736883629218,0.2924263116370782,0.17356423355315276,-0.17356423355315276,texture-driven
37,french fries,90,soy,0.8810629085545544,0.11893709144544562,0.3328754313675646,0.6671245686324354,0.5481874771869898,-0.5481874771869898,texture-driven
12,cabbage,26,crab,0.8807711713569845,0.11922882864301554,-0.32789810068670056,1.3278981006867006,1.208669272043685,-1.208669272043685,texture-driven
13,cake,21,chicken duck,0.8805259798831279,0.11947402011687214,-0.2581162791926117,1.2581162791926117,1.1386422590757395,-1.1386422590757395,texture-driven
54,melon,55,milk,0.8804161000505969,0.1195838999494031,0.5089845284182428,0.4910154715817572,0.3714315716323541,-0.3714315716323541,texture-driven
17,cauliflower,54,melon,0.88026481089732,0.11973518910268,0.6924887526107939,0.3075112473892061,0.1877760582865261,-0.1877760582865261,texture-driven
16,cashew,39,garlic,0.8801022635379407,0.11989773646205926,0.7250447172841697,0.27495528271583025,0.155057546253771,-0.155057546253771,texture-driven
0,almond,9,blueberry,0.8797844091926472,0.12021559080735278,-0.06414157843848822,1.0641415784384882,0.9439259876311354,-0.9439259876311354,texture-driven
22,chocolate,39,garlic,0.8796809822096735,0.1203190177903265,-0.32625401232819806,1.326254012328198,1.2059349945378717,-1.2059349945378717,texture-driven
16,cashew,20,cherry,0.8785447885543411,0.12145521144565885,-0.4161856080210595,1.4161856080210595,1.2947303965754007,-1.2947303965754007,texture-driven
0,almond,20,cherry,0.8772100174201317,0.12278998257986828,-0.2621428121408904,1.2621428121408904,1.1393528295610222,-1.1393528295610222,texture-driven
11,broccoli,81,salad,0.8770852841310354,0.12291471586896463,0.16435260877442093,0.8356473912255791,0.7127326753566144,-0.7127326753566144,texture-driven
53,mango,94,tea,0.8766414146045384,0.12335858539546163,0.14332719459400434,0.8566728054059957,0.733314220010534,-0.733314220010534,texture-driven
13,cake,35,fish,0.8760728511481463,0.12392714885185374,-0.18251505371151433,1.1825150537115143,1.0585879048596607,-1.0585879048596607,texture-driven
14,candy,60,onion,0.8752628474238859,0.12473715257611406,0.6311107318482712,0.36888926815172884,0.24415211557561478,-0.24415211557561478,texture-driven
91,spring onion,95,tofu,0.8746646336249463,0.12533536637505371,-0.1503684977981079,1.150368497798108,1.0250331314230543,-1.0250331314230543,texture-driven
19,cheese butter,88,snow peas,0.8728832987915243,0.12711670120847574,-0.2672994936376032,1.2672994936376032,1.1401827924291275,-1.1401827924291275,texture-driven
19,cheese butter,29,dried cranberries,0.8727935535834487,0.12720644641655132,-0.5483454863803103,1.5483454863803103,1.4211390399637591,-1.4211390399637591,texture-driven
13,cake,69,pie,0.8727775317872964,0.12722246821270355,-0.23974938846219063,1.2397493884621906,1.1125269202494872,-1.1125269202494872,texture-driven
54,melon,75,pudding,0.870939115231096,0.12906088476890398,0.8674725634152954,0.13252743658470456,0.003466551815800578,-0.003466551815800578,mixed
32,eggplant,79,red beans,0.8707159066204652,0.12928409337953484,0.8533570481406483,0.14664295185935172,0.017358858479816885,-0.017358858479816885,mixed
21,chicken duck,44,hanamaki baozi,0.8698116866443579,0.13018831335564207,0.48948604840320964,0.5105139515967904,0.3803256382411483,-0.3803256382411483,texture-driven
8,biscuit,50,lamb,0.8697038943853799,0.13029610561462013,-0.10769269878738896,1.107692698787389,0.9773965931727688,-0.9773965931727688,texture-driven
29,dried cranberries,45,ice cream,0.8688816479925068,0.13111835200749322,-0.3163601028619516,1.3163601028619516,1.1852417508544584,-1.1852417508544584,texture-driven
20,cherry,60,onion,0.8687071199159173,0.13129288008408269,0.13116986486062787,0.8688301351393721,0.7375372550552894,-0.7375372550552894,texture-driven
19,cheese butter,24,coffee,0.8685002713955858,0.13149972860441417,-0.37000350043514807,1.370003500435148,1.238503771830734,-1.238503771830734,texture-driven
23,cilantro mint,91,spring onion,0.8683922392240947,0.1316077607759053,0.7900585427999731,0.20994145720002688,0.07833369642412158,-0.07833369642412158,mixed
7,bean sprouts,58,okra,0.8674014599539508,0.1325985400460492,0.2951009770369615,0.7048990229630385,0.5723004829169893,-0.5723004829169893,texture-driven
71,pizza,85,shellfish,0.8673136165324654,0.13268638346753459,0.4251599702924289,0.5748400297075711,0.4421536462400365,-0.4421536462400365,texture-driven
22,chocolate,60,onion,0.8667433346738157,0.1332566653261843,-0.2946931757378657,1.2946931757378657,1.1614365104116815,-1.1614365104116815,texture-driven
11,broccoli,92,steak,0.8665503378083032,0.13344966219169685,0.5580752378316645,0.44192476216833554,0.3084750999766387,-0.3084750999766387,texture-driven
19,cheese butter,94,tea,0.865679295544563,0.13432070445543698,-0.12021643665244697,1.120216436652447,0.98589573219701,-0.98589573219701,texture-driven
59,olives,88,snow peas,0.8654191796770438,0.13458082032295615,0.40643504088777793,0.5935649591122221,0.4589841387892659,-0.4589841387892659,texture-driven
17,cauliflower,53,mango,0.8648968087430873,0.13510319125691272,0.1923874529926729,0.8076125470073271,0.6725093557504144,-0.6725093557504144,texture-driven
30,egg,56,milkshake,0.8645879216294119,0.1354120783705881,0.3994046231064514,0.6005953768935486,0.4651832985229605,-0.4651832985229605,texture-driven
35,fish,90,soy,0.8628001095204286,0.13719989047957137,0.022264495342116053,0.977735504657884,0.8405356141783126,-0.8405356141783126,texture-driven
13,cake,81,salad,0.8624804218442309,0.1375195781557691,0.9300073948979581,0.06999260510204186,-0.06752697305372724,0.06752697305372724,mixed
60,onion,88,snow peas,0.8624306528004883,0.13756934719951175,-0.6275842623379186,1.6275842623379186,1.4900149151384068,-1.4900149151384068,texture-driven
46,juice,74,potato,0.8623958957715554,0.1376041042284446,0.5971455262578532,0.4028544737421468,0.2652503695137022,-0.2652503695137022,texture-driven
13,cake,77,rape,0.8619619726937047,0.13803802730629533,-0.06499148311854763,1.0649914831185476,0.9269534558122523,-0.9269534558122523,texture-driven
32,eggplant,85,shellfish,0.8618318894695141,0.13816811053048594,0.7740196954197965,0.22598030458020346,0.08781219404971752,-0.08781219404971752,mixed
30,egg,74,potato,0.8611646596939829,0.13883534030601707,0.6783738717340773,0.32162612826592274,0.18279078795990567,-0.18279078795990567,texture-driven
16,cashew,68,pepper,0.8611095453861576,0.13889045461384242,-0.29236900285502077,1.2923690028550208,1.1534785482411785,-1.1534785482411785,texture-driven
6,banana,41,grape,0.8606719171393145,0.13932808286068554,-0.8300094884433191,1.8300094884433191,1.6906814055826336,-1.6906814055826336,texture-driven
63,oyster mushroom,75,pudding,0.8602254929879634,0.13977450701203664,0.5198494232829272,0.48015057671707284,0.3403760697050362,-0.3403760697050362,texture-driven
2,apricot,101,wine,0.8591826120789308,0.14081738792106924,-0.5917984582104969,1.591798458210497,1.4509810702894277,-1.4509810702894277,texture-driven
11,broccoli,35,fish,0.8590480121896954,0.1409519878103046,-0.6873408899112885,1.6873408899112885,1.546388902100984,-1.546388902100984,texture-driven
30,egg,102,wonton dumplings,0.858774652112378,0.14122534788762198,0.8139941259980917,0.18600587400190827,0.04478052611428629,-0.04478052611428629,mixed
11,broccoli,21,chicken duck,0.8584336796502083,0.14156632034979166,0.26875957038556386,0.7312404296144361,0.5896741092646445,-0.5896741092646445,texture-driven
24,coffee,94,tea,0.85785929367006,0.14214070632994003,0.7858285791164212,0.21417142088357877,0.07203071455363874,-0.07203071455363874,mixed
10,bread,44,hanamaki baozi,0.8576248180071055,0.14237518199289445,0.19820740176947627,0.8017925982305237,0.6594174162376293,-0.6594174162376293,texture-driven
24,coffee,59,olives,0.8573042451360771,0.14269575486392294,0.8229843623939016,0.1770156376060984,0.034319882742175456,-0.034319882742175456,mixed
7,bean sprouts,32,eggplant,0.8572427350409931,0.14275726495900687,0.37715690035739824,0.6228430996426018,0.4800858346835949,-0.4800858346835949,texture-driven
0,almond,86,shiitake,0.8569777549158251,0.14302224508417494,0.11537318254940654,0.8846268174505935,0.7416045723664185,-0.7416045723664185,texture-driven
32,eggplant,50,lamb,0.8564813211774952,0.1435186788225048,0.8510100637703858,0.1489899362296142,0.005471257407109409,-0.005471257407109409,mixed
68,pepper,91,spring onion,0.8562981504191948,0.14370184958080523,0.4106232452363435,0.5893767547636565,0.44567490518285124,-0.44567490518285124,texture-driven
12,cabbage,25,corn,0.8552977218918354,0.1447022781081646,-0.3431538877734397,1.3431538877734397,1.198451609665275,-1.198451609665275,texture-driven
14,candy,91,spring onion,0.8546818320180187,0.14531816798198127,-0.04363377874524499,1.043633778745245,0.8983156107632637,-0.8983156107632637,texture-driven
32,eggplant,81,salad,0.8544237988551566,0.14557620114484338,0.5784948714764804,0.4215051285235196,0.27592892737867625,-0.27592892737867625,texture-driven
64,pasta,80,rice,0.8540196209485209,0.1459803790514791,0.8144484817012821,0.18555151829871785,0.03957113924723876,-0.03957113924723876,mixed
58,okra,62,other ingredients,0.8529578201507025,0.14704217984929746,-0.33437785272532583,1.3343778527253258,1.1873356728760283,-1.1873356728760283,texture-driven
14,candy,95,tofu,0.8523700387549394,0.14762996124506056,-0.5517433936360474,1.5517433936360474,1.4041134323909867,-1.4041134323909867,texture-driven
16,cashew,95,tofu,0.8514311835739524,0.14856881642604758,-0.17526773867911727,1.1752677386791173,1.0266989222530696,-1.0266989222530696,texture-driven
64,pasta,87,shrimp,0.8499963996167605,0.15000360038323945,0.840282350974805,0.15971764902519503,0.009714048641955575,-0.009714048641955575,mixed
88,snow peas,91,spring onion,0.8497721557891256,0.15022784421087443,0.3921596565746617,0.6078403434253383,0.4576124992144639,-0.4576124992144639,texture-driven
0,almond,39,garlic,0.8485579224840916,0.15144207751590844,0.8429665255931934,0.1570334744068066,0.005591396890898159,-0.005591396890898159,mixed
60,onion,68,pepper,0.8481085586662384,0.15189144133376165,-0.562664846752349,1.562664846752349,1.4107734054185874,-1.4107734054185874,texture-driven
46,juice,54,melon,0.8480736137676061,0.15192638623239385,0.7060064738660846,0.2939935261339154,0.14206713990152153,-0.14206713990152153,texture-driven
21,chicken duck,90,soy,0.8467159259127548,0.1532840740872452,0.7630617125401231,0.23693828745987688,0.08365421337263168,-0.08365421337263168,mixed
39,garlic,68,pepper,0.8466715968484689,0.15332840315153107,-0.7264839149172939,1.726483914917294,1.573155511765763,-1.573155511765763,texture-driven
81,salad,85,shellfish,0.8461580683324419,0.1538419316675581,0.9134342391677674,0.08656576083223255,-0.06727617083532555,0.06727617083532555,mixed
35,fish,44,hanamaki baozi,0.8455727952118546,0.15442720478814542,0.33993587724295504,0.660064122757045,0.5056369179688995,-0.5056369179688995,texture-driven
46,juice,63,oyster mushroom,0.8455118621625315,0.1544881378374685,0.2746091724698714,0.7253908275301286,0.5709026896926601,-0.5709026896926601,texture-driven
53,mango,96,tomato,0.8443490367119073,0.1556509632880927,0.7213425313346461,0.2786574686653539,0.12300650537726121,-0.12300650537726121,texture-driven
29,dried cranberries,96,tomato,0.8439926042312499,0.1560073957687501,0.42763041936078194,0.5723695806392181,0.41636218487046794,-0.41636218487046794,texture-driven
8,biscuit,69,pie,0.8433280294679254,0.1566719705320746,0.7687464816483555,0.23125351835164454,0.07458154781956994,-0.07458154781956994,mixed
58,okra,85,shellfish,0.84326685964809,0.15673314035191,0.5077480411151897,0.4922519588848103,0.33551881853290033,-0.33551881853290033,texture-driven
10,bread,40,ginger,0.8432625815989246,0.15673741840107536,0.6719404133226329,0.3280595866773671,0.17132216827629176,-0.17132216827629176,texture-driven
97,walnut,99,white button mushroom,0.8425152227418319,0.15748477725816812,0.21624444677685484,0.7837555532231452,0.626270775964977,-0.626270775964977,texture-driven
26,crab,80,rice,0.8421155499997375,0.15788445000026252,0.5128125193306374,0.48718748066936257,0.32930303066910005,-0.32930303066910005,texture-driven
61,orange,94,tea,0.8419932314118292,0.15800676858817075,0.12914718851100082,0.8708528114889992,0.7128460429008284,-0.7128460429008284,texture-driven
19,cheese butter,96,tomato,0.8417336402095316,0.15826635979046844,-0.12416572489478561,1.1241657248947856,0.9658993651043172,-0.9658993651043172,texture-driven
73,pork,90,soy,0.8416183012297562,0.15838169877024377,0.7044293855703188,0.29557061442968124,0.13718891565943747,-0.13718891565943747,texture-driven
43,hamburg,76,pumpkin,0.8407444979699594,0.15925550203004057,-0.18981583302273064,1.1898158330227306,1.03056033099269,-1.03056033099269,texture-driven
8,biscuit,13,cake,0.8405187717014566,0.1594812282985434,0.3553722144007432,0.6446277855992568,0.48514655730071343,-0.48514655730071343,texture-driven
38,fried meat,71,pizza,0.8401591176421711,0.1598408823578289,-0.385365432953249,1.385365432953249,1.22552455059542,-1.22552455059542,texture-driven
96,tomato,98,watermelon,0.8396968042119501,0.16030319578804986,0.8649868081287864,0.13501319187121363,-0.025290003916836223,0.025290003916836223,mixed
8,biscuit,38,fried meat,0.8392486448442257,0.16075135515577432,-0.5442931547620811,1.544293154762081,1.3835417996063066,-1.3835417996063066,texture-driven
12,cabbage,87,shrimp,0.8389370786396831,0.16106292136031686,-0.2933846750299596,1.2933846750299596,1.1323217536696428,-1.1323217536696428,texture-driven
