split,stem,image_path,mask_path,height,width,total_pixels,fg_pixels,bg_pixels,fg_ratio,bg_ratio,num_present_classes,present_classes,num_connected_components,largest_component_area,median_component_area,class_0_pixels,class_1_pixels,class_2_pixels,class_3_pixels,class_4_pixels,class_5_pixels,class_6_pixels,class_7_pixels,class_8_pixels,class_9_pixels,class_10_pixels,class_11_pixels,class_12_pixels,class_13_pixels,class_14_pixels,class_15_pixels,class_16_pixels,class_17_pixels,class_18_pixels,class_19_pixels,class_20_pixels,class_21_pixels,class_22_pixels,class_23_pixels,class_24_pixels,class_25_pixels,class_26_pixels,class_27_pixels,class_28_pixels,class_29_pixels,class_30_pixels,class_31_pixels,class_32_pixels,class_33_pixels,class_34_pixels,class_35_pixels,class_36_pixels,class_37_pixels,class_38_pixels,class_39_pixels,class_40_pixels,class_41_pixels,class_42_pixels,class_43_pixels,class_44_pixels,class_45_pixels,class_46_pixels,class_47_pixels,class_48_pixels,class_49_pixels,class_50_pixels,class_51_pixels,class_52_pixels,class_53_pixels,class_54_pixels,class_55_pixels,class_56_pixels,class_57_pixels,class_58_pixels,class_59_pixels,class_60_pixels,class_61_pixels,class_62_pixels,class_63_pixels,class_64_pixels,class_65_pixels,class_66_pixels,class_67_pixels,class_68_pixels,class_69_pixels,class_70_pixels,class_71_pixels,class_72_pixels,class_73_pixels,class_74_pixels,class_75_pixels,class_76_pixels,class_77_pixels,class_78_pixels,class_79_pixels,class_80_pixels,class_81_pixels,class_82_pixels,class_83_pixels,class_84_pixels,class_85_pixels,class_86_pixels,class_87_pixels,class_88_pixels,class_89_pixels,class_90_pixels,class_91_pixels,class_92_pixels,class_93_pixels,class_94_pixels,class_95_pixels,class_96_pixels,class_97_pixels,class_98_pixels,class_99_pixels,class_100_pixels,class_101_pixels,class_102_pixels,class_103_pixels
train,00000010,..\dataset\foodseg103-full\train\img\00000010.jpg,..\dataset\foodseg103-full\train\mask\00000010.png,341,512,174592,130380,44212,0.7467696114369502,0.25323038856304986,2,"[8, 19]",1,130380,130380.0,0,0,0,0,0,0,0,0,84552,0,0,0,0,0,0,0,0,0,0,45828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44212
train,00000011,..\dataset\foodseg103-full\train\img\00000011.jpg,..\dataset\foodseg103-full\train\mask\00000011.png,1358,1664,2259712,1447182,812530,0.6404276297156452,0.35957237028435485,2,"[37, 45]",1,1447182,1447182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207585,0,0,0,0,0,0,0,1239597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812530
train,00000012,..\dataset\foodseg103-full\train\img\00000012.jpg,..\dataset\foodseg103-full\train\mask\00000012.png,2448,3264,7990272,4532204,3458068,0.5672152337242087,0.4327847662757914,2,"[45, 96]",1,4532204,4532204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3098901,0,0,0,0,0,0,3458068
train,00000013,..\dataset\foodseg103-full\train\img\00000013.jpg,..\dataset\foodseg103-full\train\mask\00000013.png,256,256,65536,50322,15214,0.767852783203125,0.232147216796875,5,"[10, 52, 82, 92, 96]",1,50322,50322.0,0,0,0,0,0,0,0,0,0,0,24354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7843,0,0,0,0,0,0,0,0,0,8166,0,0,0,6580,0,0,0,0,0,0,15214
train,00000014,..\dataset\foodseg103-full\train\img\00000014.jpg,..\dataset\foodseg103-full\train\mask\00000014.png,2706,2114,5720484,2297768,3422716,0.4016737045326934,0.5983262954673066,3,"[15, 39, 92]",1,2297768,2297768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984032,0,0,0,0,0,0,0,0,0,0,3422716
train,00000015,..\dataset\foodseg103-full\train\img\00000015.jpg,..\dataset\foodseg103-full\train\mask\00000015.png,473,512,242176,77316,164860,0.3192554175475687,0.6807445824524313,4,"[11, 15, 35, 36]",1,77316,77316.0,0,0,0,0,0,0,0,0,0,0,0,24111,0,0,0,9330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41358,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164860
train,00000016,..\dataset\foodseg103-full\train\img\00000016.jpg,..\dataset\foodseg103-full\train\mask\00000016.png,683,1024,699392,429872,269520,0.6146367130307467,0.3853632869692533,3,"[35, 51, 60]",2,302170,214936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94017,0,0,0,0,0,0,0,0,117473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269520
train,00000017,..\dataset\foodseg103-full\train\img\00000017.jpg,..\dataset\foodseg103-full\train\mask\00000017.png,256,256,65536,23965,41571,0.3656768798828125,0.6343231201171875,3,"[37, 69, 92]",1,23965,23965.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6338,0,0,0,0,0,0,0,0,0,0,41571
train,00000018,..\dataset\foodseg103-full\train\img\00000018.jpg,..\dataset\foodseg103-full\train\mask\00000018.png,386,512,197632,117261,80371,0.5933300275259067,0.40666997247409326,4,"[10, 85, 91, 96]",1,117261,117261.0,0,0,0,0,0,0,0,0,0,0,31335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68206,0,0,0,0,0,11779,0,0,0,0,5941,0,0,0,0,0,0,80371
train,00000019,..\dataset\foodseg103-full\train\img\00000019.jpg,..\dataset\foodseg103-full\train\mask\00000019.png,1054,1600,1686400,575558,1110842,0.341293880455408,0.658706119544592,6,"[21, 46, 51, 62, 68, 82]",7,237752,63590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24463,0,0,0,0,63590,0,0,0,0,0,0,0,0,0,0,22245,0,0,0,0,0,113107,0,0,0,0,0,0,0,0,0,0,0,0,0,24563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110842
train,00000020,..\dataset\foodseg103-full\train\img\00000020.jpg,..\dataset\foodseg103-full\train\mask\00000020.png,218,410,89380,56395,32985,0.6309577086596554,0.3690422913403446,7,"[11, 15, 17, 27, 45, 68, 76]",1,56395,56395.0,0,0,0,0,0,0,0,0,0,0,0,10365,0,0,0,8814,0,6093,0,0,0,0,0,0,0,0,0,15226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397,0,0,0,0,0,0,0,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32985
train,00000021,..\dataset\foodseg103-full\train\img\00000021.jpg,..\dataset\foodseg103-full\train\mask\00000021.png,356,534,190104,82316,107788,0.43300509194966963,0.5669949080503304,2,"[21, 51]",1,82316,82316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107788
train,00000022,..\dataset\foodseg103-full\train\img\00000022.jpg,..\dataset\foodseg103-full\train\mask\00000022.png,512,384,196608,93870,102738,0.477447509765625,0.522552490234375,4,"[1, 6, 46, 61]",1,93870,93870.0,0,14399,0,0,0,0,19304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102738
train,00000023,..\dataset\foodseg103-full\train\img\00000023.jpg,..\dataset\foodseg103-full\train\mask\00000023.png,384,512,196608,163819,32789,0.8332265218098959,0.16677347819010416,3,"[15, 18, 45]",1,163819,163819.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31307,0,0,56361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32789
train,00000024,..\dataset\foodseg103-full\train\img\00000024.jpg,..\dataset\foodseg103-full\train\mask\00000024.png,384,512,196608,109280,87328,0.5558268229166666,0.4441731770833333,4,"[25, 69, 92, 99]",1,109280,109280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27868,0,0,0,0,0,0,34818,0,0,0,87328
train,00000025,..\dataset\foodseg103-full\train\img\00000025.jpg,..\dataset\foodseg103-full\train\mask\00000025.png,384,512,196608,95709,100899,0.4868011474609375,0.5131988525390625,3,"[3, 25, 73]",3,36558,34884.0,0,0,0,34884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100899
train,00000026,..\dataset\foodseg103-full\train\img\00000026.jpg,..\dataset\foodseg103-full\train\mask\00000026.png,750,1000,750000,251132,498868,0.3348426666666667,0.6651573333333334,2,"[36, 92]",1,251132,251132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198244,0,0,0,0,0,0,0,0,0,0,498868
train,00000027,..\dataset\foodseg103-full\train\img\00000027.jpg,..\dataset\foodseg103-full\train\mask\00000027.png,1840,2912,5358080,2792217,2565863,0.5211226782728141,0.47887732172718583,3,"[21, 36, 80]",1,2792217,2792217.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565863
train,00000028,..\dataset\foodseg103-full\train\img\00000028.jpg,..\dataset\foodseg103-full\train\mask\00000028.png,384,512,196608,146731,49877,0.7463124593098959,0.2536875406901042,5,"[3, 11, 15, 21, 74]",1,146731,146731.0,0,0,0,55193,0,0,0,0,0,0,0,8412,0,0,0,12861,0,0,0,0,0,57740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49877
train,00000029,..\dataset\foodseg103-full\train\img\00000029.jpg,..\dataset\foodseg103-full\train\mask\00000029.png,2560,1920,4915200,2057545,2857655,0.41860860188802085,0.5813913981119792,5,"[10, 11, 15, 74, 92]",1,2057545,2057545.0,0,0,0,0,0,0,0,0,0,0,243150,476406,0,0,0,45630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461021,0,0,0,0,0,0,0,0,0,0,2857655
train,00000030,..\dataset\foodseg103-full\train\img\00000030.jpg,..\dataset\foodseg103-full\train\mask\00000030.png,384,512,196608,105333,91275,0.5357513427734375,0.4642486572265625,4,"[9, 23, 60, 61]",1,105333,105333.0,0,0,0,0,0,0,0,0,0,4567,0,0,0,0,0,0,0,0,0,0,0,0,0,21150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52826,26790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91275
train,00000031,..\dataset\foodseg103-full\train\img\00000031.jpg,..\dataset\foodseg103-full\train\mask\00000031.png,413,550,227150,130836,96314,0.575989434294519,0.42401056570548096,4,"[10, 52, 91, 96]",1,130836,130836.0,0,0,0,0,0,0,0,0,0,0,62512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22221,0,0,0,0,29245,0,0,0,0,0,0,96314
train,00000032,..\dataset\foodseg103-full\train\img\00000032.jpg,..\dataset\foodseg103-full\train\mask\00000032.png,384,512,196608,85732,110876,0.4360555013020833,0.5639444986979166,3,"[17, 73, 82]",2,76717,42866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20455,0,0,0,0,0,0,0,0,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110876
train,00000033,..\dataset\foodseg103-full\train\img\00000033.jpg,..\dataset\foodseg103-full\train\mask\00000033.png,250,512,128000,28622,99378,0.223609375,0.776390625,4,"[77, 82, 91, 92]",3,16155,11023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11023,0,0,0,0,1444,0,0,0,0,0,0,0,0,2222,13933,0,0,0,0,0,0,0,0,0,0,99378
train,00000034,..\dataset\foodseg103-full\train\img\00000034.jpg,..\dataset\foodseg103-full\train\mask\00000034.png,256,256,65536,27474,38062,0.419219970703125,0.580780029296875,4,"[11, 21, 57, 96]",1,27474,27474.0,0,0,0,0,0,0,0,0,0,0,0,7780,0,0,0,0,0,0,0,0,0,8941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111,0,0,0,0,0,0,38062
train,00000035,..\dataset\foodseg103-full\train\img\00000035.jpg,..\dataset\foodseg103-full\train\mask\00000035.png,405,720,291600,43044,248556,0.14761316872427985,0.8523868312757201,5,"[15, 21, 23, 36, 74]",1,43044,43044.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7416,0,0,0,0,0,12153,0,3301,0,0,0,0,0,0,0,0,0,0,0,0,9214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248556
train,00000036,..\dataset\foodseg103-full\train\img\00000036.jpg,..\dataset\foodseg103-full\train\mask\00000036.png,384,512,196608,119706,76902,0.608856201171875,0.391143798828125,2,"[8, 89]",3,87019,24379.0,0,0,0,0,0,0,0,0,32687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87019,0,0,0,0,0,0,0,0,0,0,0,0,0,76902
