patch_id,class_id,class_name,stem,pca_1,pca_2,umap_1,umap_2
train_00000020_c27_00,27,cucumber,20,-4.791144678350569,0.7699768749456463,,
train_00000020_c45_00,45,ice cream,20,1.3108061468004892,1.8372004333048366,,
train_00000020_c68_00,68,pepper,20,3.203466111447702,-0.7586536744834383,,
train_00000020_c76_00,76,pumpkin,20,4.5111206655757154,0.692612854461017,,
train_00000021_c21_00,21,chicken duck,21,-5.296137192853484,-0.47840665671254673,,
train_00000021_c51_00,51,lemon,21,-0.6708424003966025,-3.1356741339222207,,
train_00000022_c1_00,1,apple,22,-0.9527515915261169,-4.585549324974418,,
train_00000022_c6_00,6,banana,22,-1.341043424728337,-1.4458996030092943,,
train_00000022_c46_00,46,juice,22,0.7356583073475843,-5.66659388640261,,
train_00000022_c61_00,61,orange,22,0.03669431386237592,-5.406101081814353,,
train_00000023_c15_00,15,carrot,23,-0.7937305517989366,-1.717086574006925,,
train_00000023_c18_00,18,celery stick,23,-0.9135516374178849,-3.173035459825689,,
train_00000023_c45_00,45,ice cream,23,-0.6352630389322605,-4.730092343982663,,
train_00000024_c25_00,25,corn,24,-3.2357006599399205,-1.7547424442274335,,
train_00000024_c69_00,69,pie,24,-4.517254985307394,-0.3854568249906412,,
train_00000024_c92_00,92,steak,24,-2.080575400653074,0.726844067821718,,
train_00000024_c99_00,99,white button mushroom,24,-3.6446194502154516,-1.4483332392767976,,
train_00000025_c3_00,3,asparagus,25,-4.05753881377336,0.570848184081637,,
train_00000025_c25_00,25,corn,25,-1.5094801909548068,-3.275912960709637,,
train_00000025_c73_00,73,pork,25,-5.374763813057046,-0.10079240601635339,,
train_00000026_c36_00,36,french beans,26,1.3453834133931255,-0.06572928464247459,,
train_00000026_c92_00,92,steak,26,-6.019600017058369,3.4678457987419273,,
train_00000027_c21_00,21,chicken duck,27,-4.131249359393166,-1.3189177480447565,,
train_00000027_c36_00,36,french beans,27,-1.0882827082433573,-3.9738597087176055,,
train_00000027_c80_00,80,rice,27,-2.8718810217281017,-2.554107939477131,,
train_00000028_c3_00,3,asparagus,28,-0.9453908430986648,0.8675893685007289,,
train_00000028_c11_00,11,broccoli,28,-4.83628875592028,1.1154835577491748,,
train_00000028_c15_00,15,carrot,28,0.6397912939508181,-2.8382195822419147,,
train_00000028_c21_00,21,chicken duck,28,-4.731422934096036,-0.8201243589797181,,
train_00000028_c74_00,74,potato,28,1.1241490909322074,-4.086046716237215,,
train_00000028_c74_01,74,potato,28,7.850560420287962,-1.30183635577164,,
train_00000029_c10_00,10,bread,29,2.0438192471272685,-7.115979423812098,,
train_00000029_c11_00,11,broccoli,29,-0.9527475510239927,-3.9047604836824394,,
train_00000029_c15_00,15,carrot,29,3.034025901587486,-5.205737363332964,,
train_00000029_c74_00,74,potato,29,7.07703417810097,-6.649931344325535,,
train_00000029_c74_01,74,potato,29,1.4629729092710264,-6.175638163111684,,
train_00000029_c74_02,74,potato,29,1.8882756984351377,-4.471753984233061,,
train_00000029_c92_00,92,steak,29,3.40220318381894,-6.341819212643508,,
train_00000030_c9_00,9,blueberry,30,8.828812125604447,0.07593107159262874,,
train_00000030_c9_01,9,blueberry,30,9.506026191245246,-0.663061075501733,,
train_00000030_c23_00,23,cilantro mint,30,-0.6033279888315879,-3.308309676937246,,
train_00000030_c60_00,60,onion,30,-4.406919201869845,-1.314963403259388,,
train_00000030_c61_00,61,orange,30,-1.3329048839539495,-4.723422775865594,,
train_00000031_c10_00,10,bread,31,-3.9790226571530294,-1.6038487014020493,,
train_00000031_c52_00,52,lettuce,31,-1.054908657949461,-1.6502350891449122,,
train_00000031_c91_00,91,spring onion,31,1.6383558975541328,-0.020690201067700358,,
train_00000031_c91_01,91,spring onion,31,0.2479332471902906,1.18279043042031,,
train_00000031_c96_00,96,tomato,31,-1.5495425205731823,-3.2905133121618158,,
train_00000032_c17_00,17,cauliflower,32,-5.870216503697186,0.911728554466298,,
train_00000032_c73_00,73,pork,32,-2.8806352695275916,-2.780248664220298,,
train_00000032_c82_00,82,sauce,32,-0.9068537590345607,1.2476656470142398,,
train_00000033_c77_00,77,rape,33,-7.5628357281006915,3.3019546743654504,,
train_00000033_c82_00,82,sauce,33,7.630966073133128,3.0772965727610506,,
train_00000033_c91_00,91,spring onion,33,5.421146421012983,0.2948916426315777,,
train_00000033_c92_00,92,steak,33,-0.8507946462393451,0.6260327972299738,,
train_00000034_c11_00,11,broccoli,34,-4.619397317678119,4.043876333244323,,
train_00000034_c21_00,21,chicken duck,34,-6.638550479264073,4.087101513730058,,
train_00000034_c57_00,57,noodles,34,-0.6512884417864796,1.7500067900902248,,
train_00000034_c96_00,96,tomato,34,4.373388689772753,3.0764610991931964,,
train_00000034_c96_01,96,tomato,34,5.72336937541725,3.1504926248909317,,
train_00000034_c96_02,96,tomato,34,5.581452861431301,2.676633236527618,,
train_00000035_c15_00,15,carrot,35,-2.27895475183099,1.128029976947226,,
train_00000035_c21_00,21,chicken duck,35,-2.644802713201373,3.914979735392233,,
train_00000035_c23_00,23,cilantro mint,35,2.833675042987143,2.6004008460664236,,
train_00000035_c36_00,36,french beans,35,-2.552041215146751,3.7314460011191932,,
train_00000035_c74_00,74,potato,35,0.10283003140405778,1.284797025677861,,
train_00000036_c8_00,8,biscuit,36,2.1184017872734953,-3.9775384168928976,,
train_00000036_c8_01,8,biscuit,36,1.8847429230233645,-4.0401340559739225,,
train_00000036_c89_00,89,soup,36,0.041473998537311464,-4.646480689448235,,
train_00000037_c21_00,21,chicken duck,37,-5.945876990676436,0.06920071186079545,,
train_00000037_c82_00,82,sauce,37,-1.440832549056149,-0.19947329542646405,,
train_00000038_c23_00,23,cilantro mint,38,-0.47435343012629644,-1.6271113377742323,,
train_00000038_c51_00,51,lemon,38,-1.0829139555761644,-4.312791424593554,,
train_00000038_c55_00,55,milk,38,5.428024165233157,-2.3571420409720862,,
train_00000038_c93_00,93,strawberry,38,-1.5829479169948815,-1.3569547895316314,,
train_00000038_c93_01,93,strawberry,38,-0.7870548277943303,-2.96351051578063,,
train_00000038_c93_02,93,strawberry,38,2.122205524253403,-4.801984212154445,,
train_00000039_c10_00,10,bread,39,-6.494344241821211,0.8346032581890547,,
train_00000039_c23_00,23,cilantro mint,39,-3.635118227755496,2.5019748513800653,,
train_00000039_c96_00,96,tomato,39,2.037843856095568,-3.227449980690301,,
train_00000039_c96_01,96,tomato,39,3.933285100659354,1.0697399887457046,,
train_00000040_c11_00,11,broccoli,40,-4.337895914404509,1.0792929297254321,,
train_00000040_c15_00,15,carrot,40,-3.8818587363065475,-1.9631164661329519,,
train_00000040_c21_00,21,chicken duck,40,-3.3778581965533583,0.6474518527252173,,
train_00000041_c3_00,3,asparagus,41,-6.7877727575200195,6.901316474594607,,
train_00000041_c35_00,35,fish,41,-4.758834410765773,0.36338367637386254,,
train_00000041_c51_00,51,lemon,41,3.0557903341821224,-0.17396857457306644,,
train_00000042_c23_00,23,cilantro mint,42,3.6119665240602026,2.9552329091642564,,
train_00000042_c38_00,38,fried meat,42,-2.9504026097344265,-0.8869331497499434,,
train_00000042_c82_00,82,sauce,42,2.1734641660552185,-5.8978156317420005,,
train_00000043_c45_00,45,ice cream,43,-2.559793194395189,-2.8500856887062236,,
train_00000043_c61_00,61,orange,43,-1.1535792118054509,-3.258516770402247,,
train_00000043_c61_01,61,orange,43,0.8741542629582184,-2.895277655398375,,
train_00000044_c23_00,23,cilantro mint,44,4.1591016191872825,1.661210053764154,,
train_00000044_c35_00,35,fish,44,-3.0918992835851284,-2.146839460445932,,
train_00000044_c49_00,49,kiwi,44,-10.53754791311502,9.069671122243676,,
train_00000044_c51_00,51,lemon,44,-0.0788504731901893,-2.875346772202191,,
train_00000044_c52_00,52,lettuce,44,-1.6255448447377925,-3.9420821571555758,,
train_00000044_c61_00,61,orange,44,-3.581085755837707,-0.9721331468993718,,
train_00000044_c96_00,96,tomato,44,4.536173094385134,-1.3353764014069112,,
train_00000045_c10_00,10,bread,45,5.843579895020289,-1.356099802756525,,
train_00000045_c21_00,21,chicken duck,45,-1.6845585506097691,-3.337446436327646,,
train_00000045_c25_00,25,corn,45,-1.3548757948103305,-1.4172232255365498,,
train_00000045_c60_00,60,onion,45,0.8023152810879881,0.5294287209499574,,
train_00000045_c96_00,96,tomato,45,3.592694363727834,-0.5039122584678561,,
train_00000045_c96_01,96,tomato,45,6.5836753515253115,1.3309555210977564,,
train_00000045_c96_02,96,tomato,45,8.407294685181125,0.3747655160945432,,
train_00000046_c36_00,36,french beans,46,-0.46509912392145863,-1.781953411739743,,
train_00000046_c57_00,57,noodles,46,-2.9542131858252976,-1.5660051500779486,,
train_00000046_c57_01,57,noodles,46,6.185404900301435,3.8439169415283807,,
train_00000046_c73_00,73,pork,46,-1.642795250642088,0.8404018146208917,,
train_00000046_c73_01,73,pork,46,0.02236889781022778,1.0659412764711071,,
train_00000046_c73_02,73,pork,46,0.7792634817708024,-0.3648998583238944,,
train_00000046_c87_00,87,shrimp,46,-0.21089790469331413,-1.3916211223849555,,
train_00000046_c96_00,96,tomato,46,-1.0357669892798724,-1.6670152909809446,,
train_00000046_c96_01,96,tomato,46,6.881427119866363,-0.319945890968283,,
train_00000046_c96_02,96,tomato,46,9.168292361411666,-0.2193553613848483,,
train_00000047_c15_00,15,carrot,47,-1.9583527945859578,-1.5918227796863356,,
train_00000047_c23_00,23,cilantro mint,47,-3.419406103644589,4.927667800833555,,
train_00000047_c74_00,74,potato,47,-4.235088892272242,0.02731525818144564,,
train_00000047_c92_00,92,steak,47,-5.627108641942453,0.4010805780115992,,
train_00000049_c11_00,11,broccoli,49,-6.526022844676112,0.9022441521471994,,
train_00000049_c11_01,11,broccoli,49,-5.177350420559257,3.0887250891753113,,
train_00000049_c15_00,15,carrot,49,-3.3679646444898057,-0.44617690777407853,,
train_00000049_c15_01,15,carrot,49,0.35905607431144,0.6317019315176702,,
train_00000049_c17_00,17,cauliflower,49,-5.496518670234692,0.5220989169351683,,
train_00000049_c27_00,27,cucumber,49,-3.535477798670165,3.8427293598473087,,
train_00000049_c27_01,27,cucumber,49,-0.3437166410395901,2.624140428431654,,
train_00000049_c36_00,36,french beans,49,-3.237066432217822,1.0870408118160906,,
train_00000049_c36_01,36,french beans,49,2.4874326894605345,2.3959184257387576,,
train_00000050_c15_00,15,carrot,50,-3.9108751333911607,-0.9441725105619196,,
train_00000050_c69_00,69,pie,50,-0.48614948616976034,-4.577648254205542,,
train_00000050_c73_00,73,pork,50,-3.8729541286432263,0.4152815243030074,,
train_00000051_c23_00,23,cilantro mint,51,-2.500787010918858,-2.7575526263593013,,
train_00000051_c69_00,69,pie,51,0.8728933730215059,-6.783145156132834,,
train_00000051_c82_00,82,sauce,51,-1.846107388590337,-3.2784621323092624,,
train_00000051_c96_00,96,tomato,51,-0.8159570245743079,-4.809998187312359,,
train_00000052_c60_00,60,onion,52,-2.74605750071616,-2.846493419441615,,
train_00000052_c68_00,68,pepper,52,-1.0397322283310761,-1.3430366875843138,,
train_00000052_c71_00,71,pizza,52,-6.715659660483785,3.6377463318099057,,
train_00000052_c71_01,71,pizza,52,-7.119505570714692,2.1975700797976243,,
train_00000052_c96_00,96,tomato,52,-0.9005121030608673,-0.5022426156637779,,
train_00000053_c10_00,10,bread,53,2.2901259412321164,0.851232939102773,,
train_00000053_c10_01,10,bread,53,7.462529580143603,1.0195458394104677,,
train_00000053_c37_00,37,french fries,53,-4.3217474300065035,-1.4243022463839266,,
train_00000053_c73_00,73,pork,53,-5.0331829055668145,-0.28587227704800394,,
train_00000053_c96_00,96,tomato,53,-1.975171612832483,-3.5028226307773913,,
train_00000054_c8_00,8,biscuit,54,-0.21958026286876722,-1.5732191351147924,,
train_00000054_c15_00,15,carrot,54,0.06671318521440012,0.5021897018953966,,
train_00000054_c15_01,15,carrot,54,0.0632329368290995,-1.198082900822795,,
train_00000054_c15_02,15,carrot,54,1.277420842272661,-0.1806037616257227,,
train_00000054_c15_03,15,carrot,54,-0.3159847106131528,-0.2791732750277463,,
train_00000054_c15_04,15,carrot,54,0.3382448018348411,1.121397517749925,,
train_00000054_c45_00,45,ice cream,54,-2.058852282880708,-4.105845716961492,,
train_00000055_c10_00,10,bread,55,-3.5827180200584774,-2.814536988502059,,
train_00000055_c93_00,93,strawberry,55,-1.982705781005357,-1.8001827258043388,,
train_00000056_c11_00,11,broccoli,56,-2.700517313802076,-2.29466935104944,,
train_00000056_c15_00,15,carrot,56,-3.6535434524820416,-1.5248718363520275,,
train_00000056_c92_00,92,steak,56,-2.5982998861147397,-2.2309303741785778,,
train_00000057_c10_00,10,bread,57,-1.1043128150122354,1.1103561998271065,,
train_00000057_c10_01,10,bread,57,-3.9170768746844438,1.803155644891511,,
train_00000057_c23_00,23,cilantro mint,57,6.731333821308544,2.053432782714157,,
train_00000057_c82_00,82,sauce,57,5.0606826448108295,2.1311599515785415,,
train_00000057_c93_00,93,strawberry,57,6.131174039132238,4.2010945201763645,,
train_00000057_c93_01,93,strawberry,57,8.296846827815163,4.662909546984278,,
train_00000058_c4_00,4,avocado,58,-3.9705884935058373,3.254752295113672,,
train_00000058_c4_01,4,avocado,58,-6.780693749532289,4.890659163057234,,
train_00000058_c4_02,4,avocado,58,-2.4054437590778734,0.6021540850716224,,
train_00000058_c23_00,23,cilantro mint,58,3.3829808052265795,6.594940526467908,,
train_00000058_c23_01,23,cilantro mint,58,6.438413143736729,10.52546900833481,,
train_00000058_c52_00,52,lettuce,58,-5.8377056847586815,4.732533300319063,,
train_00000058_c96_00,96,tomato,58,6.317967089517309,0.3625294493321265,,
train_00000059_c10_00,10,bread,59,-3.008915105783916,-1.6936690841714952,,
train_00000059_c45_00,45,ice cream,59,4.096773221784772,1.9025536840564097,,
train_00000059_c82_00,82,sauce,59,0.8493568133604272,-1.8296619395891602,,
train_00000060_c4_00,4,avocado,60,4.363241846387135,-1.9817567268040945,,
train_00000060_c37_00,37,french fries,60,-4.65271107932925,-0.14402650053714905,,
train_00000060_c82_00,82,sauce,60,10.439422940603206,-2.8365272443195013,,
train_00000060_c96_00,96,tomato,60,-0.42297792623629404,-3.353360359376395,,
train_00000061_c11_00,11,broccoli,61,-9.276788898326041,4.479137161402156,,
train_00000061_c51_00,51,lemon,61,-1.0338703838725802,-2.2901605973295966,,
train_00000061_c51_01,51,lemon,61,1.925059766500595,-1.0612468384562317,,
train_00000061_c51_02,51,lemon,61,5.771292856966302,2.4610253766178256,,
train_00000062_c10_00,10,bread,62,-4.358988863714635,-0.5655847872832288,,
train_00000062_c10_01,10,bread,62,-5.678025426141371,2.4234673096161754,,
train_00000062_c82_00,82,sauce,62,-8.329873279091153,4.607296356899626,,
train_00000062_c82_01,82,sauce,62,-2.4894367863730182,-1.7590596342365867,,
train_00000063_c23_00,23,cilantro mint,63,4.5679093924527985,6.865896884950024,,
train_00000063_c46_00,46,juice,63,1.546507058531512,-6.669432886090882,,
train_00000063_c61_00,61,orange,63,-3.524560845725356,-1.7077013415081133,,
train_00000063_c61_01,61,orange,63,4.424412285162865,0.19144194069853987,,
train_00000063_c61_02,61,orange,63,6.46933988065984,2.113035779002854,,
train_00000064_c44_00,44,hanamaki baozi,64,-2.9035319583438186,-2.1032732726423085,,
train_00000064_c82_00,82,sauce,64,-0.8722301928609545,-4.38783224576301,,
train_00000065_c46_00,46,juice,65,2.6413617719691533,-7.433323910150892,,
train_00000065_c51_00,51,lemon,65,-2.613743967208127,-2.5044178222547546,,
train_00000065_c51_01,51,lemon,65,-1.1852126461112433,-1.8550681561775026,,
train_00000066_c11_00,11,broccoli,66,-3.2266198636944323,0.10041884842771545,,
train_00000066_c21_00,21,chicken duck,66,-3.573676314477967,-1.274374280145471,,
train_00000066_c38_00,38,fried meat,66,-0.3099500790953741,3.2013700849205677,,
train_00000066_c42_00,42,green beans,66,-1.531710285971911,4.022648970905155,,
train_00000066_c80_00,80,rice,66,-0.9554908213701598,-1.4582879311821537,,
train_00000066_c99_00,99,white button mushroom,66,3.619476672895744,0.9401048609571147,,
train_00000067_c11_00,11,broccoli,67,-3.587561049808026,-0.6707105953530668,,
train_00000067_c15_00,15,carrot,67,-0.6017029232374569,-4.139157210856017,,
train_00000067_c17_00,17,cauliflower,67,1.2835471901781712,-2.6934142674699095,,
train_00000067_c27_00,27,cucumber,67,-2.218875983707424,1.3142207717331227,,
train_00000067_c30_00,30,egg,67,-4.195430609805247,-0.8324184382068209,,
train_00000067_c35_00,35,fish,67,-0.09580477624602213,-5.040000950724318,,
train_00000067_c36_00,36,french beans,67,-2.8106919400642063,-0.4789406737420566,,
train_00000068_c10_00,10,bread,68,-5.195391064075034,-0.4938021490356964,,
train_00000068_c10_01,10,bread,68,6.844819025422757,-3.089606965784022,,
train_00000068_c19_00,19,cheese butter,68,-1.5051791167551913,-0.38721814857041853,,
train_00000068_c46_00,46,juice,68,5.3151786107784735,-3.200333334947595,,
train_00000068_c46_01,46,juice,68,3.30724952162473,-0.7385918550883959,,
train_00000068_c60_00,60,onion,68,-1.8109623017279237,-0.53002075053658,,
train_00000068_c82_00,82,sauce,68,-3.842610330959593,1.2250863756602652,,
train_00000068_c96_00,96,tomato,68,-2.2621870936254704,-1.2736777895451343,,
train_00000069_c10_00,10,bread,69,-6.660328363472456,1.5347220287560936,,
train_00000069_c93_00,93,strawberry,69,-2.9142349209444465,3.0884676052687543,,
train_00000070_c10_00,10,bread,70,-2.413686703007229,-3.281180699432137,,
train_00000070_c10_01,10,bread,70,7.2070309751092685,1.196077206746572,,
train_00000070_c25_00,25,corn,70,-4.807858482472119,-0.7550728323803801,,
train_00000070_c37_00,37,french fries,70,-3.104904972831478,-2.3075428763308183,,
train_00000070_c52_00,52,lettuce,70,-1.4168545733293,-2.7063552511447635,,
train_00000070_c92_00,92,steak,70,-6.218987685694786,2.713277665001533,,
train_00000071_c25_00,25,corn,71,-0.012567764450937444,-0.4329173506511446,,
train_00000071_c36_00,36,french beans,71,1.5347311322988317,2.166041576530984,,
train_00000071_c37_00,37,french fries,71,-3.170012221764107,-0.683430900522277,,
train_00000071_c69_00,69,pie,71,-3.423338546335437,-2.564633430847607,,
train_00000071_c82_00,82,sauce,71,4.695707926962039,1.0098298201671452,,
train_00000072_c3_00,3,asparagus,72,4.912395268218612,4.814857040207711,,
train_00000072_c35_00,35,fish,72,-4.7441061226889,0.5199444330819519,,
train_00000072_c51_00,51,lemon,72,-0.8264854689486356,1.9773290822314542,,
train_00000072_c80_00,80,rice,72,-2.570156322733891,-0.0484888239818749,,
train_00000072_c82_00,82,sauce,72,2.4953271797677523,4.481155388153273,,
train_00000072_c87_00,87,shrimp,72,0.2757947566434093,1.1120933613570105,,
train_00000073_c9_00,9,blueberry,73,-0.7966009341320721,2.1755956170224,,
train_00000073_c10_00,10,bread,73,-2.597778066990325,-2.247601636000594,,
train_00000074_c21_00,21,chicken duck,74,-5.602128575482227,-0.3903973002820253,,
train_00000074_c21_01,21,chicken duck,74,-3.865079436646743,-2.236679203109315,,
train_00000074_c21_02,21,chicken duck,74,-3.7236948653575914,-2.4293117526113193,,
train_00000074_c21_03,21,chicken duck,74,6.734428447419859,1.117070838924408,,
train_00000074_c62_00,62,other ingredients,74,-3.0672670255034333,-3.1083399505814504,,
train_00000074_c74_00,74,potato,74,5.202917974340939,-7.073383373551279,,
train_00000074_c74_01,74,potato,74,-4.565328630295899,-1.6175265294735397,,
train_00000074_c80_00,80,rice,74,1.5545964433901946,-5.834479486823348,,
train_00000074_c82_00,82,sauce,74,1.9754266632102804,-3.295386910181463,,
train_00000074_c83_00,83,sausage,74,-0.2888157133359908,-0.48704194423803615,,
train_00000075_c13_00,13,cake,75,-0.6970636632973822,-2.956468743917555,,
train_00000075_c22_00,22,chocolate,75,-2.5232434495395157,0.5884607295887596,,
train_00000075_c30_00,30,egg,75,1.4999874463656204,-1.7436048901575363,,
train_00000076_c21_00,21,chicken duck,76,-3.417267578641528,-2.0166585362865277,,
train_00000076_c25_00,25,corn,76,-1.7444345803656518,-1.9474933420174403,,
train_00000076_c51_00,51,lemon,76,2.068286330419881,1.1783001787165404,,
train_00000077_c11_00,11,broccoli,77,7.01112590606631,4.242578260734517,,
train_00000077_c11_01,11,broccoli,77,8.252053148778236,4.351721241043378,,
